Age,Categorie_age,Sexe,Milieu,Region_geographique,Etat_matrimonial,Niveau_education,Annees_experience,CSP,Secteur_emploi,Propriete_immobiliere,Vehicule_motorise,Terrain_agricole,Revenu_secondaire,Revenu_Annuel
32,25-34,Femme,Rural,Centre,Marié,Secondaire,1.0,Ouvriers,Privé,Non,Non,Non,Non,8715.0
55,55-64,Femme,Rural,Ouest,Marié,Secondaire,26.0,Professions intermédiaires,Privé,Oui,Non,Non,Oui,37760.0
23,18-24,Homme,Rural,Est,Célibataire,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,8975.0
35,35-44,Homme,Urbain,Centre,Marié,Supérieur,9.0,Cadres supérieurs,Privé,Non,Oui,Non,Non,93168.0
36,35-44,Femme,Urbain,Est,Célibataire,Secondaire,4.0,Ouvriers,Privé,Non,Non,Non,Non,10070.0
19,18-24,Homme,Rural,Est,Célibataire,Sans niveau,1.0,Inactifs,nan,Non,Non,Non,Non,3045.0
20,18-24,Femme,Rural,Sud,Marié,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,5188.0
63,55-64,Femme,Urbain,Est,Marié,Fondamental,26.0,Ouvriers,Informel,Non,Non,Non,Non,5258.0
42,35-44,Femme,Rural,Centre,Célibataire,Fondamental,10.0,Ouvriers,Informel,Non,Non,Non,Non,3698.0
53,45-54,Homme,Rural,Centre,Marié,Supérieur,17.0,Cadres supérieurs,Public,Oui,Oui,Non,Non,118194.0
45,45-54,Femme,Urbain,Centre,Veuf,Supérieur,12.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,87045.0
55,55-64,Femme,Urbain,Est,Marié,Sans niveau,1.0,Agriculteurs,Informel,Non,Non,Non,Non,2303.0
45,45-54,Femme,Rural,Centre,Veuf,Fondamental,15.0,Ouvriers,Privé,Non,Non,Non,Non,5818.0
49,45-54,Femme,Rural,Est,Célibataire,Supérieur,9.0,Cadres supérieurs,Public,Non,Oui,Non,Oui,60784.0
58,55-64,Homme,Urbain,Ouest,Marié,Secondaire,38.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,58940.0
53,45-54,Homme,Urbain,Nord,Marié,Fondamental,10.0,Ouvriers,Informel,Non,Oui,Non,Non,5883.0
56,55-64,Homme,Rural,Est,Marié,Fondamental,30.0,Ouvriers,Informel,Non,Non,Non,Non,5710.0
53,45-54,Homme,Rural,Ouest,Marié,Secondaire,33.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,50583.0
60,55-64,Homme,Rural,Est,Divorcé,Supérieur,8.0,Professions intermédiaires,Public,Oui,Non,Non,Oui,58348.0
40,35-44,Femme,Rural,Est,Célibataire,Fondamental,7.0,Ouvriers,Informel,Non,Non,Non,Non,3046.0
19,18-24,Femme,Urbain,Nord,Veuf,Secondaire,0.0,Ouvriers,Informel,Oui,Non,Non,Non,6696.0
27,25-34,Homme,Rural,Ouest,Marié,Sans niveau,8.0,Agriculteurs,Informel,Non,Non,Non,Oui,5225.0
23,18-24,Homme,Rural,Sud,Célibataire,Secondaire,1.0,Employés,Privé,Non,Non,Non,Non,12592.0
25,25-34,Homme,Rural,Sud,Marié,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Oui,12067.0
32,25-34,Femme,Rural,Est,Marié,Supérieur,8.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,46032.0
62,55-64,Femme,Rural,Est,Célibataire,Sans niveau,24.0,Ouvriers,Informel,Non,Non,Non,Non,1848.0
46,45-54,Femme,Urbain,Nord,Célibataire,Fondamental,12.0,Ouvriers,Privé,Non,Oui,Non,Non,6541.0
45,45-54,Femme,Rural,Nord,Marié,Secondaire,17.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,26536.0
39,35-44,Femme,Urbain,Sud,Marié,Supérieur,1.0,Employés,Public,Non,Non,Non,Non,22672.0
51,45-54,Femme,Rural,Ouest,Divorcé,Secondaire,28.0,Professions intermédiaires,Public,Oui,Oui,Non,Oui,37532.0
37,35-44,Femme,Rural,Centre,Marié,Secondaire,4.0,Employés,Public,Non,Non,Non,Non,12560.0
50,45-54,Femme,Rural,Est,Marié,Secondaire,9.0,Employés,Informel,Oui,Non,Non,Non,10155.0
32,25-34,Femme,Urbain,Ouest,Veuf,Secondaire,8.0,Employés,Privé,Non,Oui,Non,Oui,20689.0
24,18-24,Femme,Urbain,Nord,Marié,Fondamental,5.0,Ouvriers,Privé,Non,Non,Non,Oui,9065.0
41,35-44,Homme,Rural,Centre,Marié,Fondamental,14.0,Ouvriers,Informel,Non,Non,Non,Non,5132.0
43,35-44,Femme,Rural,Ouest,Marié,Secondaire,17.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,27828.0
27,25-34,Homme,Rural,Est,Marié,Secondaire,2.0,Employés,Informel,Non,Oui,Non,Non,9709.0
32,25-34,Homme,Rural,Nord,Marié,Supérieur,8.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,64138.0
54,45-54,Homme,Urbain,Nord,Veuf,Fondamental,23.0,Ouvriers,Informel,Non,Non,Non,Non,7069.0
41,35-44,Femme,Rural,Nord,Marié,Fondamental,1.0,Agriculteurs,Informel,Non,Non,Oui,Non,2551.0
28,25-34,Homme,Urbain,Ouest,Marié,Fondamental,8.0,Ouvriers,Informel,Non,Non,Non,Non,5978.0
57,55-64,Femme,Urbain,Centre,Veuf,Fondamental,10.0,Ouvriers,Informel,Non,Non,Non,Non,4877.0
38,35-44,Femme,Urbain,Centre,Célibataire,Supérieur,13.0,Cadres supérieurs,Privé,Non,Oui,Non,Oui,90241.0
57,55-64,Femme,Rural,Sud,Célibataire,Sans niveau,1.0,Ouvriers,Informel,Non,Non,Non,Non,1674.0
55,55-64,Femme,Rural,Sud,Veuf,Sans niveau,9.0,Agriculteurs,Informel,Oui,Non,Oui,Oui,4583.0
32,25-34,Homme,Rural,Nord,Marié,Supérieur,3.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,45400.0
32,25-34,Femme,Urbain,Ouest,Marié,Fondamental,6.0,Agriculteurs,Informel,Non,Oui,Oui,Non,4160.0
54,45-54,Femme,Urbain,Sud,Marié,Sans niveau,33.0,Ouvriers,Informel,Non,Non,Non,Non,3005.0
62,55-64,Homme,Urbain,Centre,Veuf,Fondamental,6.0,Agriculteurs,Informel,Non,Non,Non,Non,5143.0
31,25-34,Homme,Urbain,Ouest,Marié,Fondamental,12.0,Ouvriers,Privé,Non,Oui,Non,Non,8673.0
60,55-64,Femme,Urbain,Sud,Célibataire,Secondaire,5.0,Employés,Privé,Non,Oui,Non,Non,13874.0
38,35-44,Femme,Urbain,Centre,Marié,Sans niveau,1.0,Inactifs,nan,Non,Non,Non,Non,4167.0
61,55-64,Homme,Rural,Ouest,Célibataire,Fondamental,20.0,Ouvriers,Privé,Non,Non,Non,Non,7826.0
37,35-44,Femme,Rural,Nord,Marié,Fondamental,11.0,Ouvriers,Privé,Non,Non,Non,Non,5167.0
50,45-54,Femme,Urbain,Centre,Marié,Fondamental,24.0,Ouvriers,Privé,Non,Non,Non,Non,8229.0
20,18-24,Homme,Urbain,Ouest,Célibataire,Secondaire,0.0,Employés,Privé,Non,Oui,Non,Non,16354.0
57,55-64,Homme,Urbain,Nord,Marié,Sans niveau,14.0,Agriculteurs,Privé,Non,Non,Oui,Non,4552.0
40,35-44,Femme,Rural,Nord,Marié,Secondaire,4.0,Employés,Privé,Non,Oui,Non,Non,12490.0
61,55-64,Homme,Rural,Ouest,Marié,Secondaire,6.0,Employés,Public,Oui,Oui,Non,Oui,20430.0
40,35-44,Homme,Rural,Centre,Célibataire,Secondaire,20.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,36230.0
44,35-44,Homme,Urbain,Nord,Marié,Supérieur,10.0,Cadres supérieurs,Public,Oui,Oui,Non,Non,88844.0
52,45-54,Femme,Urbain,Centre,Divorcé,Fondamental,18.0,Ouvriers,Informel,Non,Non,Non,Non,5514.0
42,35-44,Homme,Urbain,Centre,Marié,Sans niveau,13.0,Ouvriers,Informel,Non,Oui,Non,Non,3832.0
49,45-54,Homme,Urbain,Nord,Célibataire,Secondaire,27.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,45962.0
39,35-44,Homme,Urbain,Centre,Marié,Secondaire,0.0,Employés,Privé,Non,Non,Non,Non,16258.0
25,25-34,Femme,Urbain,Ouest,Célibataire,Sans niveau,2.0,Agriculteurs,Privé,Non,Oui,Oui,Non,3766.0
55,55-64,Femme,Urbain,Ouest,Divorcé,Secondaire,32.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,45188.0
35,35-44,Femme,Rural,Centre,Célibataire,Fondamental,6.0,Agriculteurs,Informel,Non,Oui,Oui,Non,2982.0
45,45-54,Homme,Urbain,Ouest,Marié,Supérieur,18.0,Cadres supérieurs,,Oui,Oui,Non,Oui,134765.0
45,45-54,Homme,Rural,Nord,Marié,Sans niveau,2.0,Ouvriers,Privé,Non,Non,Non,Non,3062.0
28,25-34,Femme,Urbain,Est,Marié,Fondamental,9.0,Ouvriers,Informel,Non,Non,Non,Non,4180.0
29,25-34,Femme,Rural,Est,Marié,Fondamental,7.0,Ouvriers,Informel,Non,Non,Non,Non,3143.0
19,18-24,Femme,Urbain,Nord,Marié,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,9357.0
54,45-54,Homme,Urbain,Ouest,Marié,Secondaire,10.0,Employés,Public,Non,Non,Non,Non,22680.0
21,18-24,Homme,Urbain,Est,Marié,Secondaire,1.0,Ouvriers,Privé,Non,Non,Non,Non,11203.0
58,55-64,Femme,Rural,Centre,Marié,Secondaire,6.0,Employés,Informel,Non,Non,Non,Non,10565.0
62,55-64,Homme,Urbain,Centre,Marié,Supérieur,37.0,Cadres supérieurs,Public,Oui,Oui,Non,Oui,208038.0
62,55-64,Femme,Rural,Nord,Marié,Fondamental,5.0,Ouvriers,Informel,Non,Non,Non,Non,3213.0
51,45-54,Homme,Rural,Sud,Veuf,Sans niveau,10.0,Inactifs,nan,Non,Non,Non,Non,2957.0
40,35-44,Femme,Rural,Centre,Marié,Supérieur,15.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,90763.0
30,25-34,Femme,Urbain,Nord,Marié,Supérieur,5.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,45599.0
24,18-24,Femme,Urbain,Nord,Célibataire,Secondaire,1.0,Ouvriers,Informel,Non,Oui,Non,Non,7092.0
49,45-54,Femme,Rural,Sud,Divorcé,Supérieur,6.0,Professions intermédiaires,Public,Oui,Non,Oui,Oui,42362.0
40,35-44,Homme,Rural,Centre,Divorcé,Supérieur,4.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,53349.0
25,25-34,Femme,Urbain,Est,Marié,Supérieur,2.0,Employés,Privé,Non,Non,Non,Non,25606.0
54,45-54,Homme,Rural,Sud,Marié,Supérieur,7.0,Professions intermédiaires,Privé,Non,Non,Non,Oui,58241.0
51,45-54,Homme,Urbain,Est,Marié,Secondaire,13.0,Professions intermédiaires,Privé,Oui,Non,Non,Oui,32874.0
46,45-54,Femme,Rural,Centre,Veuf,Fondamental,15.0,Ouvriers,Privé,Non,Non,Non,Non,5594.0
54,45-54,Femme,Rural,Centre,,Sans niveau,31.0,Agriculteurs,Informel,Oui,Non,Non,Non,2057.0
40,35-44,Homme,Urbain,Nord,Marié,Secondaire,4.0,Ouvriers,Informel,Non,Non,Non,Oui,13070.0
55,55-64,Femme,Rural,Centre,Célibataire,Supérieur,3.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,39477.0
46,45-54,Homme,Rural,Centre,Marié,Fondamental,6.0,Ouvriers,Informel,Non,Non,Non,Non,4277.0
61,55-64,Femme,Urbain,Nord,Divorcé,Secondaire,36.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,41113.0
22,18-24,Femme,Urbain,Ouest,Célibataire,Fondamental,0.0,Ouvriers,Privé,Non,Non,Non,Non,5651.0
57,55-64,Homme,Urbain,Ouest,Marié,Sans niveau,21.0,Agriculteurs,Informel,Oui,Non,Oui,Non,3740.0
28,25-34,Femme,Urbain,Centre,Marié,Fondamental,2.0,Agriculteurs,Informel,Non,Non,Non,Non,3833.0
31,25-34,Homme,Urbain,Est,Marié,Secondaire,11.0,Employés,Informel,Non,Non,Non,Non,15512.0
59,55-64,Femme,Urbain,Centre,Marié,Supérieur,9.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,76210.0
19,18-24,Femme,Urbain,Centre,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,5620.0
52,45-54,Homme,Urbain,Centre,Marié,Fondamental,32.0,Ouvriers,Informel,Non,Oui,Non,Non,8308.0
62,55-64,Homme,Urbain,Nord,Marié,Sans niveau,28.0,Agriculteurs,Informel,Non,Non,Non,Non,3609.0
52,45-54,Homme,Urbain,Nord,Marié,Supérieur,14.0,Cadres supérieurs,Privé,Non,Oui,Non,Non,109289.0
59,55-64,Homme,Urbain,Ouest,Divorcé,Secondaire,33.0,Professions intermédiaires,Public,Oui,Oui,Non,Oui,54789.0
45,45-54,Femme,Urbain,Centre,Veuf,Supérieur,22.0,Cadres supérieurs,Public,Oui,Oui,Non,Non,113088.0
25,25-34,Homme,Rural,Sud,Marié,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,6458.0
49,45-54,Homme,Rural,Nord,Divorcé,Fondamental,7.0,Agriculteurs,Informel,Oui,Non,Non,Oui,6795.0
21,18-24,Homme,Rural,Centre,Célibataire,Fondamental,3.0,Ouvriers,Informel,Non,Non,Non,Non,4157.0
62,55-64,Homme,Urbain,Est,Marié,Sans niveau,4.0,Inactifs,nan,Non,Non,Non,Non,4549.0
24,18-24,Femme,Rural,Est,Célibataire,Supérieur,1.0,Professions intermédiaires,Public,Oui,Non,Non,Oui,31230.0
56,55-64,Femme,Urbain,Nord,Célibataire,Fondamental,38.0,Ouvriers,Informel,Non,Non,Non,Non,6678.0
44,35-44,Homme,Urbain,Nord,Marié,Sans niveau,3.0,Agriculteurs,Privé,Non,Oui,Oui,Oui,7304.0
54,45-54,Femme,Urbain,Sud,Veuf,Secondaire,25.0,Professions intermédiaires,Privé,Non,Non,Non,Oui,34815.0
34,25-34,Femme,Urbain,Nord,Marié,Secondaire,9.0,Employés,Public,Oui,Oui,Non,Non,16744.0
27,25-34,Homme,Rural,Nord,Marié,Secondaire,5.0,Employés,Public,Non,Non,Non,Non,16161.0
21,18-24,Homme,Urbain,Centre,Célibataire,Supérieur,0.0,Employés,Informel,Non,Non,Non,Non,23321.0
40,35-44,Femme,Rural,Ouest,Célibataire,Supérieur,4.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,42364.0
31,25-34,Femme,Rural,Nord,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,5748.0
22,18-24,Femme,Rural,Nord,Marié,Fondamental,1.0,Agriculteurs,Informel,Non,Non,Oui,Non,2584.0
19,18-24,Femme,Urbain,Centre,Célibataire,Sans niveau,1.0,Inactifs,nan,Non,Non,Non,Oui,7235.0
63,55-64,Femme,Urbain,Centre,Divorcé,Secondaire,42.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,50110.0
41,35-44,Homme,Urbain,Est,Célibataire,Secondaire,9.0,Employés,Privé,Non,Non,Non,Non,19838.0
35,35-44,Femme,Urbain,Ouest,Marié,Secondaire,9.0,Employés,Privé,Non,Non,Non,Non,18276.0
44,35-44,Femme,Rural,Nord,Marié,Fondamental,24.0,Ouvriers,Informel,Non,Non,Non,Non,4688.0
41,35-44,Femme,Urbain,Ouest,Célibataire,Sans niveau,12.0,Inactifs,nan,Non,Non,Non,Non,4396.0
46,45-54,Homme,Urbain,Ouest,Marié,Fondamental,7.0,Agriculteurs,Informel,Non,Oui,Oui,Non,5160.0
28,25-34,Femme,Urbain,Centre,Marié,Sans niveau,9.0,Ouvriers,Privé,Non,Non,Non,Non,4301.0
35,35-44,Femme,Urbain,Est,Marié,Secondaire,15.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,28083.0
21,18-24,Femme,Rural,Centre,Célibataire,Secondaire,1.0,Ouvriers,Informel,Oui,Non,Non,Non,6351.0
50,45-54,Femme,Urbain,Centre,Marié,Secondaire,12.0,Employés,Public,Non,Non,Non,Non,19061.0
31,25-34,Homme,Urbain,Est,Marié,Fondamental,9.0,Ouvriers,,Non,Non,Non,Non,5235.0
61,55-64,Femme,Urbain,Nord,Marié,Secondaire,6.0,Employés,Privé,Non,Oui,Non,Non,15786.0
59,55-64,Homme,Urbain,Nord,Divorcé,Fondamental,34.0,Ouvriers,Informel,Non,Non,Non,Non,8056.0
49,45-54,Homme,Urbain,Centre,Veuf,Fondamental,12.0,Ouvriers,Informel,Non,Non,Non,Non,6512.0
21,18-24,Homme,Rural,Nord,Veuf,Fondamental,1.0,Ouvriers,Privé,Non,Non,Non,Non,4900.0
37,35-44,Homme,Urbain,Ouest,Marié,Fondamental,13.0,Ouvriers,Informel,Non,Non,Non,Non,6442.0
38,35-44,Homme,Urbain,Est,Divorcé,Fondamental,18.0,Ouvriers,Informel,Non,Non,Non,Non,5992.0
20,18-24,Homme,Rural,Nord,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,7265.0
42,35-44,Femme,Urbain,Centre,Marié,Fondamental,7.0,Agriculteurs,Informel,Non,Non,Oui,Non,4194.0
21,18-24,Homme,Rural,Centre,Divorcé,Secondaire,1.0,Employés,Informel,Non,Non,Non,Non,10776.0
28,25-34,Femme,Rural,Centre,Marié,Sans niveau,4.0,Agriculteurs,Informel,Non,Non,Oui,Oui,4674.0
33,25-34,Femme,Urbain,Ouest,Célibataire,Fondamental,9.0,Ouvriers,Informel,Non,Non,Non,Non,4776.0
53,45-54,Homme,Urbain,Sud,Marié,Sans niveau,9.0,Inactifs,nan,Non,Non,Non,Non,4806.0
23,18-24,Femme,Urbain,Nord,Célibataire,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,9385.0
48,45-54,Femme,Urbain,Nord,Marié,Secondaire,17.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,29286.0
57,55-64,Femme,Urbain,Ouest,Marié,Supérieur,4.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,43156.0
30,25-34,Femme,Urbain,Nord,Marié,Fondamental,9.0,Ouvriers,Privé,Non,Non,Non,Non,6349.0
40,35-44,Femme,Urbain,Ouest,Marié,Secondaire,2.0,Ouvriers,Privé,Non,Non,Non,Non,10606.0
21,18-24,Femme,Urbain,Ouest,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,7109.0
54,45-54,Homme,Urbain,Nord,Marié,Sans niveau,22.0,Agriculteurs,Privé,Oui,Oui,Non,Oui,7866.0
59,55-64,Femme,Urbain,Est,Marié,Supérieur,1.0,Professions intermédiaires,Public,Oui,Non,Non,Oui,33257.0
54,45-54,Femme,Urbain,Sud,Marié,Secondaire,11.0,Employés,Privé,Oui,Non,Non,Non,16738.0
61,55-64,Homme,Rural,Ouest,Marié,Supérieur,32.0,Cadres supérieurs,Public,Non,Non,Non,Non,179945.0
50,45-54,Homme,Rural,Centre,Marié,Sans niveau,24.0,Ouvriers,Privé,Non,Non,Non,Non,3718.0
59,55-64,Femme,Urbain,Centre,Marié,Fondamental,36.0,Ouvriers,Informel,Oui,Non,Non,Non,6909.0
46,45-54,Femme,Urbain,Ouest,Marié,Sans niveau,0.0,Inactifs,nan,Non,Non,Non,Non,4122.0
54,45-54,Femme,Urbain,Centre,Marié,Fondamental,17.0,Ouvriers,Privé,Non,Non,Non,Non,7496.0
36,35-44,Homme,Rural,Nord,Marié,Sans niveau,16.0,Agriculteurs,Informel,Non,Non,Oui,Non,2278.0
37,35-44,Femme,Rural,Nord,Marié,Fondamental,13.0,Ouvriers,Privé,Non,Non,Non,Oui,8202.0
49,45-54,Homme,Rural,Ouest,Divorcé,Sans niveau,13.0,Agriculteurs,Informel,Oui,Non,Oui,Non,2210.0
61,55-64,Femme,Rural,Est,Divorcé,Secondaire,1.0,Ouvriers,Informel,Non,Non,Non,Non,5549.0
33,25-34,Femme,Rural,Nord,Célibataire,Secondaire,4.0,Employés,Informel,Non,Non,Non,Non,9212.0
22,18-24,Homme,Urbain,Est,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,7794.0
63,55-64,Homme,Urbain,Est,Marié,Secondaire,4.0,Employés,Privé,Non,Non,Non,Oui,19756.0
29,25-34,Femme,Rural,Sud,Marié,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,5164.0
62,55-64,Femme,Urbain,Est,Célibataire,Supérieur,22.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,105273.0
38,35-44,Femme,Rural,Sud,Divorcé,Fondamental,18.0,Ouvriers,Informel,Non,Non,Non,Non,3813.0
31,25-34,Femme,Urbain,Centre,Divorcé,Supérieur,0.0,Employés,Public,Oui,Non,Non,Non,300000.0
54,45-54,Homme,Urbain,Est,Divorcé,Supérieur,16.0,Cadres supérieurs,Public,Oui,Oui,Non,Oui,104931.0
39,35-44,Homme,Urbain,Centre,Veuf,Secondaire,0.0,Employés,Public,Non,Non,Non,Non,15795.0
47,45-54,Homme,Urbain,Nord,Marié,Sans niveau,19.0,Agriculteurs,Informel,Oui,Non,Oui,Oui,6546.0
40,35-44,Homme,Urbain,Centre,Marié,Sans niveau,8.0,Inactifs,nan,Oui,Non,Non,Non,5544.0
22,18-24,Homme,Urbain,Centre,Célibataire,Secondaire,0.0,Ouvriers,Privé,Non,Oui,Non,Non,12313.0
46,45-54,Femme,Rural,Centre,Marié,Secondaire,19.0,Professions intermédiaires,Privé,Non,Non,Non,Non,29394.0
47,45-54,Femme,Urbain,Sud,Marié,Secondaire,5.0,Employés,Privé,Non,Oui,Non,Non,13855.0
35,35-44,Femme,Urbain,Nord,Marié,Supérieur,9.0,Cadres supérieurs,Public,Oui,Oui,Non,Oui,69843.0
63,55-64,Femme,Urbain,Nord,Marié,Sans niveau,26.0,Ouvriers,Informel,Non,Non,Non,Non,3095.0
18,18-24,Homme,Rural,Centre,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,5273.0
56,55-64,Femme,Rural,Centre,Veuf,Fondamental,4.0,Ouvriers,Privé,Non,Non,Non,Non,4554.0
34,25-34,Homme,Urbain,Est,Marié,Secondaire,14.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,30914.0
20,18-24,Homme,Urbain,Est,Célibataire,Sans niveau,2.0,Agriculteurs,Privé,Oui,Non,Oui,Non,4089.0
59,55-64,Femme,Rural,Ouest,Marié,Fondamental,17.0,Ouvriers,Informel,Non,Non,Non,Non,4260.0
24,18-24,Homme,Urbain,Ouest,Célibataire,Fondamental,4.0,Agriculteurs,Privé,Non,Oui,Non,Non,6772.0
44,35-44,Femme,Urbain,Centre,Marié,Sans niveau,9.0,Ouvriers,Privé,Oui,Non,Non,Non,4352.0
45,45-54,Homme,Rural,Nord,Marié,Fondamental,0.0,Ouvriers,Informel,Non,Non,Non,Non,3678.0
61,55-64,Femme,Urbain,Nord,Marié,Secondaire,13.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,29015.0
48,45-54,Femme,Rural,Ouest,Célibataire,Fondamental,1.0,Agriculteurs,Informel,Non,Non,Oui,Non,2730.0
32,25-34,Femme,Urbain,Sud,Marié,Supérieur,7.0,Professions intermédiaires,Privé,Non,Non,Non,Non,46224.0
25,25-34,Homme,Urbain,Ouest,Marié,Fondamental,2.0,Ouvriers,Informel,Non,Non,Non,Non,5385.0
23,18-24,Femme,Rural,Est,Célibataire,Secondaire,1.0,Ouvriers,Informel,Non,Oui,Non,Non,5449.0
45,45-54,Homme,Urbain,Est,Divorcé,Supérieur,13.0,Cadres supérieurs,Public,Oui,Non,Non,Non,90955.0
21,18-24,Homme,Urbain,Nord,Célibataire,Secondaire,1.0,Ouvriers,Privé,Non,Non,Non,Non,12368.0
47,45-54,Femme,Rural,Sud,Célibataire,Supérieur,23.0,Cadres supérieurs,Privé,Oui,Non,Non,Non,102379.0
60,55-64,Homme,Urbain,Sud,Célibataire,Secondaire,22.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,37360.0
34,25-34,Homme,Urbain,Nord,Marié,Fondamental,0.0,Ouvriers,Privé,Non,Non,Non,Non,6783.0
51,45-54,Homme,Urbain,Centre,Divorcé,Secondaire,2.0,Employés,Public,Non,Non,Non,Non,17192.0
23,18-24,Homme,Urbain,Ouest,Marié,Secondaire,2.0,Ouvriers,Informel,Non,Non,Non,Non,9927.0
53,45-54,Femme,Rural,Est,Marié,Secondaire,18.0,Professions intermédiaires,Public,Oui,Non,Non,Non,23429.0
52,45-54,Femme,Urbain,Nord,Divorcé,Fondamental,7.0,Agriculteurs,Informel,Oui,Non,Oui,Oui,6909.0
56,55-64,Femme,Rural,Ouest,Divorcé,Fondamental,0.0,Agriculteurs,Informel,Oui,Non,Oui,Non,2631.0
56,55-64,Homme,Urbain,Ouest,Marié,Fondamental,12.0,Ouvriers,Informel,Non,Oui,Non,Non,6393.0
33,25-34,Homme,Rural,Sud,Célibataire,Sans niveau,11.0,Agriculteurs,Informel,Non,Non,Non,Non,1922.0
19,18-24,Homme,Urbain,Sud,Marié,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,6442.0
25,25-34,Homme,Rural,Nord,Marié,Sans niveau,4.0,Agriculteurs,Informel,Non,Non,Oui,Non,2092.0
32,25-34,Homme,Urbain,Centre,Célibataire,Fondamental,7.0,Ouvriers,Informel,Non,Oui,Non,Oui,8789.0
44,35-44,Femme,Rural,Centre,Marié,Fondamental,23.0,Ouvriers,Informel,Non,Non,Non,Non,4850.0
33,25-34,Homme,Rural,Nord,Célibataire,Secondaire,1.0,Employés,Public,Non,Non,Non,Non,13385.0
18,18-24,Homme,Urbain,Ouest,Marié,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,7196.0
27,25-34,Homme,Urbain,Sud,Marié,Secondaire,6.0,Employés,Privé,Non,Non,Non,Non,18236.0
24,18-24,Femme,Urbain,Sud,Célibataire,Secondaire,4.0,Ouvriers,Informel,Non,Non,Non,Non,7238.0
27,25-34,Femme,Urbain,Ouest,Divorcé,Fondamental,1.0,Agriculteurs,Informel,Oui,Non,Oui,Non,3686.0
29,25-34,Femme,Urbain,Centre,Veuf,Fondamental,10.0,Ouvriers,Informel,Non,Non,Non,Non,4883.0
34,25-34,Femme,Urbain,Est,Marié,Sans niveau,8.0,Agriculteurs,Informel,Non,Non,Oui,Non,2375.0
62,55-64,Femme,Urbain,Centre,Divorcé,Sans niveau,23.0,Agriculteurs,Informel,Oui,Non,Oui,Non,2995.0
29,25-34,Homme,Rural,Est,Marié,Secondaire,7.0,Employés,,Non,Oui,Non,Non,12178.0
32,25-34,Femme,Rural,Est,Veuf,Secondaire,1.0,Ouvriers,Informel,Non,Non,Non,Non,5543.0
63,55-64,Femme,Urbain,Nord,Divorcé,Fondamental,4.0,Ouvriers,Informel,Non,Non,Non,Non,4243.0
49,45-54,Femme,Rural,Est,Célibataire,Fondamental,29.0,Ouvriers,Informel,Oui,Non,Non,Oui,7445.0
49,45-54,Femme,Urbain,Nord,Veuf,Supérieur,19.0,Cadres supérieurs,Public,Oui,Non,Non,Non,98476.0
43,35-44,Homme,Rural,Est,Divorcé,Sans niveau,12.0,Agriculteurs,Privé,Oui,Non,Oui,Non,2898.0
31,25-34,Homme,Rural,Ouest,Marié,Fondamental,4.0,Ouvriers,Informel,Non,Non,Non,Non,4141.0
43,35-44,Homme,Urbain,Ouest,Marié,Secondaire,12.0,Employés,Privé,Non,Oui,Non,Non,25541.0
22,18-24,Femme,Rural,Centre,Veuf,Fondamental,2.0,Ouvriers,Privé,Non,Non,Non,Non,4270.0
