area,age,gender,education,socio_professional_group,years_experience,marital_status,has_car,home_ownership,has_land,number_of_children,source_revenu_secondaire,health_insurance,income,age_category,year_of_birth,age_squared,favorite_color
rural,18,femme,supérieur,Groupe5,0.0,célibataire,0,owned,1,2,1,0,2469,jeune,2006,324,bleu
rural,24,homme,secondaire,Groupe4,5.0,célibataire,1,owned,1,0,0,0,1455,jeune,2000,576,rouge
urbain,42,femme,sans_niveau,Groupe4,17.0,célibataire,1,owned,0,0,1,1,12508,adulte,1982,1764,rouge
urbain,23,femme,supérieur,Groupe5,3.0,marié,0,rented,0,3,1,1,255077,jeune,2001,529,bleu
rural,35,homme,fondamental,Groupe5,8.0,célibataire,1,owned,0,0,1,0,5746,adulte,1989,1225,vert
urbain,18,homme,fondamental,Groupe5,0.0,divorcé,0,owned,0,1,1,1,6543,jeune,2006,324,bleu
rural,28,homme,supérieur,Groupe4,4.0,marié,1,rented,1,0,1,0,3370,adulte,1996,784,rouge
urbain,18,homme,fondamental,Groupe2,,veuf,0,rented,0,2,0,1,2747,jeune,2006,324,bleu
urbain,18,homme,fondamental,Groupe3,0.0,célibataire,1,owned,0,0,0,0,7025,jeune,2006,324,bleu
urbain,23,femme,fondamental,Groupe5,1.0,célibataire,0,rented,0,0,1,1,10742,jeune,2001,529,jaune
urbain,48,homme,secondaire,Groupe6,19.0,divorcé,1,rented,0,1,0,0,26809,sénior,1976,2304,vert
urbain,41,homme,fondamental,Groupe4,,divorcé,1,rented,0,2,1,0,27706,adulte,1983,1681,jaune
urbain,65,homme,fondamental,Groupe3,33.0,divorcé,1,rented,0,1,0,0,10682,âgé,1959,4225,bleu
urbain,26,femme,fondamental,Groupe5,8.0,célibataire,1,rented,0,0,0,1,8648,adulte,1998,676,jaune
urbain,50,femme,fondamental,Groupe2,18.0,marié,0,owned,0,0,0,1,27448,sénior,1974,2500,rouge
rural,62,femme,secondaire,Groupe4,34.0,veuf,0,owned,1,0,1,1,9440,âgé,1962,3844,rouge
rural,51,homme,supérieur,Groupe2,29.0,marié,0,owned,1,2,0,1,16147,sénior,1973,2601,bleu
urbain,52,femme,secondaire,Groupe2,24.0,marié,1,owned,0,1,1,1,27698,sénior,1972,2704,rouge
urbain,36,homme,secondaire,Groupe3,10.0,marié,1,owned,1,2,0,0,15801,adulte,1988,1296,jaune
urbain,38,femme,secondaire,Groupe4,16.0,marié,1,rented,0,0,0,0,19004,adulte,1986,1444,bleu
urbain,21,femme,secondaire,Groupe6,0.0,marié,0,rented,0,0,0,0,15617,jeune,2003,441,rouge
urbain,18,femme,fondamental,Groupe4,0.0,divorcé,0,rented,0,1,0,0,7987,jeune,2006,324,vert
rural,38,homme,fondamental,Groupe5,13.0,célibataire,0,owned,0,0,0,0,2336,adulte,1986,1444,rouge
urbain,20,homme,fondamental,Groupe6,0.0,célibataire,1,owned,0,2,1,0,8864,jeune,2004,400,bleu
rural,28,femme,fondamental,Groupe5,5.0,célibataire,1,owned,1,0,1,0,1561,adulte,1996,784,rouge
rural,22,femme,,Groupe5,2.0,veuf,1,owned,1,0,0,1,3316,jeune,2002,484,jaune
urbain,39,homme,secondaire,Groupe5,12.0,divorcé,1,owned,0,0,0,0,18094,adulte,1985,1521,rouge
urbain,32,homme,sans_niveau,Groupe6,11.0,divorcé,1,rented,0,0,0,1,21491,adulte,1992,1024,jaune
urbain,53,homme,sans_niveau,Groupe5,25.0,célibataire,0,,0,1,0,0,14950,sénior,1971,2809,rouge
urbain,24,homme,sans_niveau,Groupe2,2.0,marié,1,owned,0,3,0,1,11323,jeune,2000,576,rouge
urbain,37,femme,supérieur,Groupe5,15.0,divorcé,0,other,0,3,0,0,28822,adulte,1987,1369,vert
urbain,32,homme,fondamental,Groupe3,11.0,marié,1,rented,0,1,0,0,15079,adulte,1992,1024,jaune
urbain,30,femme,fondamental,Groupe1,6.0,veuf,1,owned,0,0,1,0,190602,adulte,1994,900,jaune
urbain,33,homme,sans_niveau,Groupe5,6.0,célibataire,0,rented,0,0,1,0,24887,adulte,1991,1089,rouge
urbain,57,femme,fondamental,Groupe4,29.0,célibataire,1,other,0,0,0,1,22860,sénior,1967,3249,vert
urbain,47,femme,,Groupe2,20.0,célibataire,0,rented,0,0,0,1,30361,sénior,1977,2209,bleu
urbain,28,femme,fondamental,Groupe2,7.0,célibataire,0,rented,1,0,0,1,9252,adulte,1996,784,bleu
urbain,25,homme,secondaire,Groupe2,1.0,célibataire,1,owned,0,0,0,1,12086,jeune,1999,625,jaune
urbain,23,femme,sans_niveau,Groupe6,5.0,marié,0,rented,0,0,1,0,4354,jeune,2001,529,rouge
rural,36,femme,secondaire,Groupe5,15.0,marié,1,owned,1,4,0,0,6843,adulte,1988,1296,rouge
rural,18,homme,supérieur,Groupe5,0.0,marié,0,owned,1,1,0,1,3008,jeune,2006,324,jaune
urbain,31,homme,supérieur,Groupe2,9.0,célibataire,1,rented,0,1,0,1,19946,adulte,1993,961,jaune
urbain,40,homme,supérieur,Groupe4,14.0,célibataire,0,rented,0,0,1,0,16610,adulte,1984,1600,rouge
rural,24,homme,fondamental,Groupe5,0.0,marié,1,rented,1,1,1,0,1829,jeune,2000,576,rouge
urbain,35,homme,sans_niveau,Groupe2,17.0,célibataire,0,owned,0,0,0,1,39991,adulte,1989,1225,rouge
urbain,38,femme,secondaire,Groupe4,15.0,célibataire,1,rented,0,0,1,0,8745,adulte,1986,1444,rouge
rural,18,homme,sans_niveau,Groupe1,0.0,marié,0,other,1,2,1,1,6161,jeune,2006,324,jaune
urbain,38,femme,fondamental,Groupe1,13.0,marié,1,owned,0,1,0,1,75950,adulte,1986,1444,vert
urbain,28,homme,secondaire,Groupe1,4.0,marié,1,rented,0,2,0,0,37116,adulte,1996,784,vert
rural,62,femme,,Groupe5,32.0,divorcé,1,rented,1,1,1,0,4965,âgé,1962,3844,bleu
urbain,37,homme,sans_niveau,Groupe2,9.0,marié,1,rented,0,0,0,1,14194,adulte,1987,1369,rouge
rural,21,homme,fondamental,Groupe2,2.0,célibataire,0,owned,1,1,0,1,8242,jeune,2003,441,bleu
urbain,18,femme,fondamental,Groupe3,0.0,veuf,0,owned,0,0,0,0,9279,jeune,2006,324,jaune
urbain,34,femme,supérieur,Groupe1,14.0,marié,1,rented,1,1,0,0,54458,adulte,1990,1156,jaune
urbain,54,femme,,Groupe5,,célibataire,1,owned,0,0,0,0,28344,sénior,1970,2916,jaune
rural,25,homme,supérieur,Groupe2,7.0,veuf,0,rented,1,0,0,0,10798,jeune,1999,625,bleu
urbain,39,homme,supérieur,Groupe3,14.0,célibataire,1,owned,0,0,0,0,23988,adulte,1985,1521,vert
urbain,46,homme,supérieur,Groupe5,17.0,marié,1,rented,1,1,0,0,32226,sénior,1978,2116,bleu
rural,45,femme,secondaire,Groupe1,16.0,divorcé,1,owned,1,1,0,1,64187,adulte,1979,2025,rouge
urbain,34,femme,secondaire,Groupe1,8.0,célibataire,1,,0,1,0,1,40106,adulte,1990,1156,vert
urbain,25,femme,fondamental,Groupe4,1.0,marié,0,,1,3,0,0,9384,jeune,1999,625,bleu
urbain,31,homme,fondamental,Groupe5,13.0,marié,1,owned,0,0,1,0,14407,adulte,1993,961,rouge
rural,18,femme,secondaire,Groupe2,0.0,célibataire,1,owned,1,1,0,1,18102,jeune,2006,324,bleu
rural,20,homme,secondaire,Groupe5,2.0,divorcé,1,owned,0,1,1,0,1300,jeune,2004,400,bleu
urbain,49,femme,supérieur,Groupe6,21.0,célibataire,1,other,0,2,0,0,19914,sénior,1975,2401,vert
urbain,40,femme,secondaire,Groupe6,,marié,1,rented,0,0,0,0,34165,adulte,1984,1600,jaune
urbain,39,femme,secondaire,Groupe6,11.0,marié,0,rented,0,1,0,0,10907,adulte,1985,1521,bleu
urbain,24,femme,fondamental,Groupe3,2.0,marié,1,rented,0,4,1,1,20604,jeune,2000,576,vert
urbain,52,homme,fondamental,Groupe5,26.0,marié,1,owned,0,0,1,1,20650,sénior,1972,2704,jaune
rural,31,homme,sans_niveau,Groupe2,8.0,célibataire,0,rented,1,1,0,1,3129,adulte,1993,961,bleu
rural,36,femme,secondaire,Groupe4,10.0,divorcé,1,owned,1,0,1,1,2246,adulte,1988,1296,jaune
rural,52,homme,secondaire,Groupe5,25.0,célibataire,0,owned,1,0,1,1,5067,sénior,1972,2704,rouge
urbain,24,homme,fondamental,Groupe3,6.0,marié,1,owned,0,1,1,0,8343,jeune,2000,576,jaune
urbain,25,femme,fondamental,Groupe1,2.0,marié,1,owned,0,3,0,0,8563,jeune,1999,625,vert
urbain,50,homme,secondaire,Groupe3,21.0,marié,0,rented,0,2,1,0,28490,sénior,1974,2500,vert
urbain,47,homme,secondaire,Groupe5,17.0,marié,1,owned,1,3,0,1,31331,sénior,1977,2209,vert
urbain,40,homme,,Groupe4,15.0,marié,1,rented,0,2,0,1,12978,adulte,1984,1600,jaune
urbain,18,homme,fondamental,Groupe6,0.0,marié,1,rented,0,2,0,1,10958,jeune,2006,324,vert
rural,54,femme,supérieur,Groupe6,26.0,célibataire,0,owned,1,0,0,0,21244,sénior,1970,2916,jaune
urbain,25,femme,supérieur,Groupe3,3.0,célibataire,1,rented,0,0,1,1,15204,jeune,1999,625,bleu
rural,26,femme,secondaire,Groupe1,4.0,marié,0,rented,0,2,1,1,2752,adulte,1998,676,jaune
urbain,31,femme,secondaire,Groupe3,9.0,célibataire,0,owned,1,1,1,0,10268,adulte,1993,961,vert
urbain,18,homme,secondaire,Groupe5,0.0,célibataire,1,rented,0,0,0,0,6530,jeune,2006,324,rouge
urbain,53,homme,supérieur,Groupe5,25.0,célibataire,1,owned,0,0,0,0,34700,sénior,1971,2809,rouge
urbain,37,homme,fondamental,Groupe6,13.0,marié,0,owned,0,1,1,0,16528,adulte,1987,1369,bleu
rural,45,femme,fondamental,Groupe2,21.0,célibataire,0,owned,1,2,1,1,2005,adulte,1979,2025,vert
urbain,23,homme,supérieur,Groupe1,0.0,marié,1,rented,0,3,1,1,53621,jeune,2001,529,jaune
rural,49,homme,supérieur,Groupe6,19.0,célibataire,1,owned,1,1,1,0,41877,sénior,1975,2401,jaune
urbain,56,femme,fondamental,Groupe6,23.0,célibataire,0,owned,1,1,0,0,31848,sénior,1968,3136,jaune
urbain,18,homme,secondaire,Groupe3,0.0,divorcé,1,owned,0,0,0,0,22856,jeune,2006,324,jaune
urbain,18,femme,secondaire,Groupe6,0.0,divorcé,1,owned,0,0,0,0,9114,jeune,2006,324,rouge
rural,22,homme,secondaire,Groupe1,4.0,célibataire,0,owned,0,2,1,1,9980,jeune,2002,484,rouge
urbain,48,femme,secondaire,Groupe5,26.0,célibataire,0,owned,0,1,0,0,22405,sénior,1976,2304,bleu
rural,37,femme,fondamental,Groupe6,12.0,veuf,0,owned,1,2,0,1,5273,adulte,1987,1369,rouge
urbain,34,femme,sans_niveau,Groupe6,10.0,célibataire,1,owned,0,1,0,0,7286,adulte,1990,1156,rouge
urbain,40,homme,fondamental,Groupe6,13.0,veuf,1,rented,0,0,1,0,21639,adulte,1984,1600,jaune
urbain,63,femme,sans_niveau,Groupe3,36.0,célibataire,0,owned,1,0,0,0,11590,âgé,1961,3969,bleu
urbain,18,femme,fondamental,Groupe3,0.0,marié,1,rented,0,1,0,0,10356,jeune,2006,324,rouge
urbain,30,homme,fondamental,Groupe5,11.0,célibataire,1,other,0,1,1,0,30982,adulte,1994,900,rouge
rural,18,femme,fondamental,Groupe4,0.0,célibataire,0,owned,1,0,1,0,3582,jeune,2006,324,rouge
urbain,42,femme,supérieur,Groupe2,18.0,célibataire,0,other,0,1,1,0,62780,adulte,1982,1764,bleu
urbain,51,homme,sans_niveau,Groupe3,23.0,veuf,0,owned,0,1,0,0,43769,sénior,1973,2601,rouge
urbain,30,homme,sans_niveau,Groupe2,9.0,marié,1,rented,0,2,0,1,15506,adulte,1994,900,vert
urbain,44,homme,fondamental,Groupe3,21.0,divorcé,0,owned,0,1,0,1,46380,adulte,1980,1936,vert
urbain,18,homme,sans_niveau,Groupe4,0.0,divorcé,1,rented,0,1,0,0,17566,jeune,2006,324,rouge
urbain,42,femme,sans_niveau,Groupe5,18.0,marié,1,owned,0,3,0,0,7304,adulte,1982,1764,bleu
rural,70,homme,fondamental,Groupe5,37.0,veuf,1,owned,1,2,0,1,13326,âgé,1954,4900,bleu
urbain,29,homme,secondaire,Groupe6,9.0,marié,1,owned,0,4,1,0,14406,adulte,1995,841,bleu
rural,41,homme,fondamental,Groupe4,17.0,célibataire,0,owned,0,0,0,1,2891,adulte,1983,1681,vert
urbain,26,femme,supérieur,Groupe3,4.0,célibataire,0,rented,0,1,1,1,42570,adulte,1998,676,jaune
urbain,37,homme,secondaire,Groupe3,11.0,marié,1,rented,1,1,1,0,21351,adulte,1987,1369,vert
urbain,51,femme,sans_niveau,Groupe4,21.0,marié,1,rented,0,0,1,0,27276,sénior,1973,2601,jaune
rural,43,femme,supérieur,Groupe5,18.0,célibataire,0,rented,1,0,1,0,1145,adulte,1981,1849,jaune
rural,33,femme,secondaire,Groupe1,5.0,divorcé,0,owned,1,1,0,0,6658,adulte,1991,1089,bleu
urbain,33,homme,sans_niveau,Groupe5,12.0,célibataire,1,owned,0,0,0,1,15089,adulte,1991,1089,rouge
urbain,18,femme,sans_niveau,Groupe3,0.0,divorcé,0,rented,0,0,0,0,5934,jeune,2006,324,jaune
rural,50,femme,sans_niveau,Groupe3,19.0,veuf,0,owned,1,0,0,1,1993,sénior,1974,2500,vert
rural,46,femme,secondaire,Groupe6,17.0,célibataire,0,owned,1,2,1,0,2383,sénior,1978,2116,jaune
rural,18,homme,fondamental,Groupe5,0.0,célibataire,1,rented,1,0,1,1,9358,jeune,2006,324,rouge
urbain,37,homme,supérieur,Groupe5,14.0,célibataire,1,owned,0,2,1,0,25063,adulte,1987,1369,bleu
urbain,21,homme,sans_niveau,Groupe3,3.0,veuf,1,owned,0,0,0,1,35250,jeune,2003,441,vert
rural,28,homme,fondamental,Groupe3,6.0,marié,0,owned,1,3,1,1,3437,adulte,1996,784,vert
urbain,47,femme,secondaire,Groupe4,15.0,divorcé,1,rented,0,2,0,0,14446,sénior,1977,2209,bleu
urbain,49,homme,fondamental,Groupe2,20.0,veuf,1,owned,0,0,0,0,44184,sénior,1975,2401,jaune
urbain,45,homme,secondaire,Groupe6,16.0,marié,1,rented,0,2,1,0,8705,adulte,1979,2025,vert
urbain,30,homme,fondamental,Groupe6,11.0,marié,0,owned,1,2,0,1,7096,adulte,1994,900,vert
rural,41,femme,fondamental,Groupe1,14.0,célibataire,0,owned,1,2,1,1,2940,adulte,1983,1681,vert
rural,23,homme,supérieur,Groupe5,1.0,divorcé,0,owned,1,0,0,1,2790,jeune,2001,529,bleu
urbain,46,homme,supérieur,Groupe6,14.0,célibataire,1,other,0,0,0,0,39779,sénior,1978,2116,rouge
urbain,34,homme,secondaire,Groupe4,8.0,célibataire,0,rented,0,1,0,0,13148,adulte,1990,1156,bleu
rural,27,homme,fondamental,Groupe3,5.0,célibataire,1,other,0,1,0,1,2046,adulte,1997,729,vert
urbain,24,homme,secondaire,Groupe1,6.0,marié,1,owned,1,2,1,1,13864,jeune,2000,576,bleu
urbain,45,femme,secondaire,Groupe5,17.0,marié,1,rented,0,3,0,0,12543,adulte,1979,2025,rouge
urbain,32,femme,secondaire,Groupe4,13.0,divorcé,1,owned,0,2,1,0,13981,adulte,1992,1024,bleu
urbain,27,femme,secondaire,Groupe6,3.0,divorcé,1,rented,0,0,1,0,6271,adulte,1997,729,bleu
urbain,27,femme,sans_niveau,Groupe3,4.0,célibataire,1,rented,0,1,1,0,6900,adulte,1997,729,rouge
urbain,18,femme,sans_niveau,Groupe5,0.0,célibataire,0,owned,0,0,1,1,4151,jeune,2006,324,jaune
urbain,37,homme,fondamental,Groupe3,16.0,veuf,1,rented,1,0,0,1,14514,adulte,1987,1369,bleu
rural,39,homme,sans_niveau,Groupe6,14.0,célibataire,1,owned,0,0,1,0,2836,adulte,1985,1521,vert
rural,18,homme,secondaire,Groupe2,0.0,divorcé,0,owned,1,3,1,1,10161,jeune,2006,324,bleu
rural,18,femme,fondamental,Groupe2,0.0,célibataire,0,owned,1,0,1,1,2355,jeune,2006,324,bleu
urbain,18,homme,supérieur,Groupe5,0.0,veuf,0,rented,0,1,0,0,7574,jeune,2006,324,bleu
urbain,53,homme,,Groupe5,24.0,célibataire,0,owned,0,0,0,0,44077,sénior,1971,2809,rouge
rural,44,femme,secondaire,Groupe3,16.0,célibataire,1,owned,1,0,1,1,4653,adulte,1980,1936,rouge
rural,51,homme,fondamental,Groupe4,18.0,veuf,0,owned,1,0,0,0,99216,sénior,1973,2601,jaune
urbain,59,homme,secondaire,Groupe1,26.0,marié,0,rented,0,1,0,1,113593,sénior,1965,3481,rouge
urbain,41,femme,sans_niveau,Groupe4,15.0,veuf,0,owned,0,0,1,0,4971,adulte,1983,1681,vert
urbain,34,homme,fondamental,Groupe5,9.0,célibataire,1,rented,0,1,0,1,22984,adulte,1990,1156,jaune
urbain,37,femme,fondamental,Groupe2,14.0,marié,0,owned,0,2,0,1,24038,adulte,1987,1369,bleu
urbain,25,femme,fondamental,Groupe6,7.0,célibataire,0,other,0,1,0,0,3905,jeune,1999,625,vert
rural,22,femme,fondamental,Groupe5,0.0,marié,0,owned,1,2,0,0,888,jeune,2002,484,jaune
urbain,28,femme,fondamental,Groupe5,,divorcé,1,other,0,1,0,0,44927,adulte,1996,784,vert
urbain,31,femme,fondamental,Groupe6,3.0,célibataire,1,rented,0,0,1,0,3423,adulte,1993,961,jaune
rural,18,homme,fondamental,Groupe6,0.0,divorcé,0,rented,0,2,0,1,3296,jeune,2006,324,bleu
urbain,18,femme,fondamental,Groupe6,0.0,célibataire,1,other,0,0,0,1,2867,jeune,2006,324,jaune
rural,18,homme,fondamental,Groupe3,0.0,célibataire,0,owned,1,0,0,1,927,jeune,2006,324,jaune
urbain,18,femme,,Groupe1,0.0,marié,1,,0,2,1,1,11567,jeune,2006,324,bleu
rural,44,homme,sans_niveau,Groupe4,,veuf,0,owned,1,1,1,1,5081,adulte,1980,1936,rouge
urbain,29,homme,fondamental,Groupe3,5.0,marié,1,owned,0,3,1,1,13752,adulte,1995,841,rouge
rural,32,homme,secondaire,Groupe2,14.0,marié,0,,1,0,0,1,22517,adulte,1992,1024,rouge
urbain,40,homme,sans_niveau,Groupe1,16.0,célibataire,0,rented,0,0,0,1,28840,adulte,1984,1600,rouge
urbain,47,homme,,Groupe4,16.0,marié,0,rented,0,1,0,0,27159,sénior,1977,2209,bleu
urbain,41,femme,,Groupe3,,célibataire,1,rented,0,0,1,0,13326,adulte,1983,1681,vert
urbain,59,homme,secondaire,Groupe3,31.0,marié,1,rented,0,0,0,0,53071,sénior,1965,3481,rouge
urbain,35,homme,secondaire,Groupe2,13.0,marié,1,owned,0,2,0,1,19051,adulte,1989,1225,vert
rural,37,femme,secondaire,Groupe6,7.0,marié,0,owned,0,2,1,0,2226,adulte,1987,1369,vert
urbain,25,femme,secondaire,Groupe6,7.0,célibataire,0,owned,1,0,1,1,9860,jeune,1999,625,rouge
rural,18,homme,,Groupe6,0.0,veuf,0,other,1,0,0,0,3816,jeune,2006,324,bleu
urbain,36,femme,secondaire,Groupe2,10.0,célibataire,1,other,0,1,1,1,46719,adulte,1988,1296,bleu
rural,47,homme,supérieur,Groupe2,19.0,divorcé,1,owned,0,1,1,1,4900,sénior,1977,2209,bleu
urbain,23,femme,sans_niveau,Groupe5,4.0,célibataire,1,rented,0,0,0,1,3794,jeune,2001,529,rouge
rural,27,homme,secondaire,Groupe3,6.0,célibataire,1,owned,1,1,0,1,4876,adulte,1997,729,jaune
urbain,49,homme,secondaire,Groupe6,27.0,célibataire,0,other,0,0,1,1,51949,sénior,1975,2401,vert
urbain,34,femme,fondamental,Groupe2,7.0,marié,1,rented,0,0,1,1,19310,adulte,1990,1156,jaune
urbain,21,homme,sans_niveau,Groupe5,2.0,célibataire,0,rented,0,0,0,1,2621,jeune,2003,441,bleu
rural,20,homme,supérieur,Groupe2,2.0,célibataire,0,owned,1,1,0,1,10515,jeune,2004,400,bleu
rural,44,homme,fondamental,Groupe2,17.0,célibataire,0,owned,1,0,0,0,6317,adulte,1980,1936,rouge
rural,33,homme,sans_niveau,Groupe6,7.0,marié,0,rented,1,1,0,0,4220,adulte,1991,1089,vert
urbain,32,homme,secondaire,Groupe5,8.0,divorcé,1,rented,0,2,0,0,10564,adulte,1992,1024,rouge
urbain,18,femme,supérieur,Groupe3,,divorcé,1,rented,0,0,0,0,8022,jeune,2006,324,rouge
rural,42,homme,fondamental,Groupe4,16.0,marié,0,owned,1,1,1,0,1097,adulte,1982,1764,vert
urbain,50,homme,,Groupe6,20.0,marié,1,rented,1,1,0,0,5384,sénior,1974,2500,vert
urbain,29,homme,fondamental,Groupe6,11.0,divorcé,1,owned,0,2,0,0,8141,adulte,1995,841,vert
rural,41,femme,fondamental,Groupe3,17.0,marié,0,owned,0,2,1,0,18607,adulte,1983,1681,vert
urbain,28,femme,supérieur,Groupe5,8.0,marié,0,rented,0,1,0,0,22783,adulte,1996,784,rouge
rural,43,homme,sans_niveau,Groupe5,18.0,veuf,0,owned,0,1,1,0,4831,adulte,1981,1849,bleu
urbain,42,homme,,Groupe3,14.0,célibataire,1,owned,0,2,0,0,20095,adulte,1982,1764,jaune
rural,29,homme,sans_niveau,Groupe1,3.0,marié,1,owned,1,4,0,1,4829,adulte,1995,841,bleu
rural,18,homme,supérieur,Groupe3,0.0,marié,0,owned,1,1,1,1,75064,jeune,2006,324,rouge
rural,23,homme,secondaire,Groupe1,5.0,veuf,0,other,1,0,1,1,27917,jeune,2001,529,jaune
urbain,40,homme,secondaire,Groupe5,17.0,marié,1,rented,0,1,0,1,6049,adulte,1984,1600,vert
urbain,48,femme,supérieur,Groupe5,24.0,marié,1,owned,0,0,0,1,24522,sénior,1976,2304,vert
rural,25,femme,sans_niveau,Groupe6,6.0,marié,0,rented,1,1,1,0,1661,jeune,1999,625,vert
urbain,55,femme,fondamental,Groupe1,25.0,marié,0,owned,0,2,1,1,42108,sénior,1969,3025,bleu
rural,57,femme,secondaire,Groupe3,27.0,marié,1,other,1,1,1,0,3216,sénior,1967,3249,rouge
urbain,45,homme,secondaire,Groupe2,17.0,célibataire,1,rented,0,1,1,1,27581,adulte,1979,2025,jaune
urbain,18,homme,sans_niveau,Groupe3,0.0,marié,0,rented,1,1,0,0,2413,jeune,2006,324,rouge
urbain,45,homme,secondaire,Groupe6,16.0,célibataire,1,rented,0,0,0,1,36306,adulte,1979,2025,rouge
urbain,26,femme,fondamental,Groupe3,8.0,divorcé,0,rented,0,1,1,0,9215,adulte,1998,676,rouge
rural,26,femme,supérieur,Groupe2,6.0,célibataire,1,other,1,2,1,1,4574,adulte,1998,676,vert
rural,41,femme,sans_niveau,Groupe1,,marié,1,owned,1,2,1,1,20240,adulte,1983,1681,bleu
urbain,41,femme,secondaire,Groupe4,17.0,veuf,1,owned,0,3,1,1,18382,adulte,1983,1681,rouge
urbain,41,homme,sans_niveau,Groupe6,14.0,célibataire,1,owned,0,1,0,0,26659,adulte,1983,1681,vert
rural,44,homme,sans_niveau,Groupe5,16.0,marié,1,rented,1,2,1,1,2163,adulte,1980,1936,vert
rural,34,homme,secondaire,Groupe4,14.0,célibataire,1,owned,1,0,0,0,1169,adulte,1990,1156,jaune
urbain,18,femme,fondamental,Groupe4,0.0,marié,1,other,0,2,1,0,8832,jeune,2006,324,jaune
urbain,66,homme,secondaire,Groupe4,37.0,divorcé,1,rented,0,3,0,1,70082,âgé,1958,4356,jaune
rural,29,homme,secondaire,Groupe4,6.0,célibataire,0,owned,1,0,0,1,5609,adulte,1995,841,vert
urbain,24,femme,secondaire,Groupe6,,marié,1,rented,0,2,1,1,5782,jeune,2000,576,bleu
rural,18,femme,secondaire,Groupe4,0.0,divorcé,0,rented,0,1,0,0,532,jeune,2006,324,rouge
rural,37,femme,fondamental,Groupe6,12.0,célibataire,1,rented,0,2,0,1,6142,adulte,1987,1369,vert
rural,35,femme,supérieur,Groupe3,15.0,marié,0,rented,0,1,1,0,13054,adulte,1989,1225,vert
rural,33,homme,fondamental,Groupe2,12.0,célibataire,1,owned,0,0,0,1,2241,adulte,1991,1089,jaune
rural,57,femme,sans_niveau,Groupe2,29.0,célibataire,1,owned,1,1,0,1,6448,sénior,1967,3249,jaune
urbain,44,homme,secondaire,Groupe5,19.0,célibataire,1,owned,0,2,0,0,18540,adulte,1980,1936,bleu
urbain,19,homme,secondaire,Groupe1,1.0,célibataire,1,owned,0,1,1,0,9892,jeune,2005,361,jaune
urbain,66,homme,fondamental,Groupe6,30.0,veuf,0,owned,0,0,0,1,22719,âgé,1958,4356,jaune
urbain,18,femme,fondamental,Groupe1,0.0,célibataire,1,rented,0,0,0,1,26559,jeune,2006,324,jaune
urbain,33,homme,supérieur,Groupe4,12.0,marié,1,rented,0,0,1,0,84798,adulte,1991,1089,jaune
urbain,24,homme,secondaire,Groupe2,1.0,célibataire,1,owned,0,1,0,1,14876,jeune,2000,576,bleu
urbain,40,femme,sans_niveau,Groupe5,13.0,divorcé,1,owned,0,0,1,1,14691,adulte,1984,1600,vert
urbain,44,femme,sans_niveau,Groupe2,15.0,célibataire,1,rented,0,1,1,1,24932,adulte,1980,1936,rouge
rural,28,homme,fondamental,Groupe6,6.0,veuf,1,owned,1,0,1,1,10976,adulte,1996,784,rouge
rural,50,femme,,Groupe3,19.0,divorcé,0,owned,1,2,1,0,4818,sénior,1974,2500,jaune
rural,37,homme,supérieur,Groupe4,18.0,veuf,0,other,1,0,0,0,2112,adulte,1987,1369,rouge
urbain,56,homme,sans_niveau,Groupe1,33.0,divorcé,1,owned,0,1,0,1,59563,sénior,1968,3136,jaune
urbain,48,homme,fondamental,Groupe6,24.0,marié,1,owned,0,2,1,0,21869,sénior,1976,2304,bleu
urbain,27,femme,fondamental,Groupe4,4.0,marié,0,other,0,1,0,1,13977,adulte,1997,729,rouge
urbain,50,homme,supérieur,Groupe2,21.0,célibataire,0,rented,0,0,0,0,58174,sénior,1974,2500,rouge
urbain,25,homme,secondaire,Groupe2,5.0,marié,1,owned,0,0,0,1,10094,jeune,1999,625,rouge
urbain,44,homme,supérieur,Groupe3,21.0,marié,1,,0,4,0,0,68940,adulte,1980,1936,jaune
urbain,42,homme,,Groupe2,19.0,veuf,1,rented,0,0,1,1,10530,adulte,1982,1764,bleu
rural,27,femme,secondaire,Groupe5,6.0,marié,0,owned,1,2,0,1,1968,adulte,1997,729,bleu
rural,18,femme,supérieur,Groupe5,,divorcé,1,owned,1,0,1,0,4771,jeune,2006,324,vert
urbain,57,homme,secondaire,Groupe2,28.0,marié,1,rented,0,1,1,1,46641,sénior,1967,3249,bleu
urbain,41,homme,secondaire,Groupe1,12.0,célibataire,1,rented,0,2,0,1,39896,adulte,1983,1681,bleu
urbain,35,femme,secondaire,Groupe5,14.0,célibataire,0,owned,0,1,1,0,153031,adulte,1989,1225,bleu
urbain,35,homme,secondaire,Groupe4,13.0,marié,0,other,1,3,1,1,46659,adulte,1989,1225,vert
rural,49,homme,sans_niveau,Groupe4,,célibataire,1,other,1,0,0,0,33387,sénior,1975,2401,vert
rural,67,homme,secondaire,Groupe6,36.0,célibataire,1,owned,1,1,1,0,2260,âgé,1957,4489,jaune
urbain,48,homme,,Groupe2,22.0,célibataire,1,rented,1,0,0,1,47901,sénior,1976,2304,vert
urbain,40,homme,fondamental,Groupe4,19.0,célibataire,1,rented,0,0,0,0,17462,adulte,1984,1600,rouge
urbain,39,homme,sans_niveau,Groupe3,9.0,divorcé,1,owned,0,0,0,0,11689,adulte,1985,1521,jaune
